title,year,certificate,runtime,genre,rating,image
Girls Hostel,2018–,12+,23 min,"Comedy, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpwuhBdoUzNaqomwbVfwa1FV9WcKSQP8EiPAEPP3NWphpCp9-SqMWY5f4OMog&s
Vadh,2022,A,110 min,"Drama, Thriller            ",8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0T4TFeR-xxxOOQ3uyoJi4fc_mBI8NI_PSMCtsYPq_CIJRjO-rRWosA6xW&s
Jai Bhim,2021,A,164 min,"Crime, Drama, Mystery            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROXgUpGCYmVd6lF7-3jbHodqPwxLbmNKhlgNG9KUzP0nH8axjGfOsqZJBuRg&s
Fright Night,2011,A,106 min,"Comedy, Horror            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUpQxF8xWacj7zOT_3o-LFTQusEPH6j53SNwVs6I7VGJOMiUzApoqW0ZwIsfo&s
Runway 34,2022,UA,145 min,"Drama, Thriller            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-OF5A4FKxwLKwP-KW8JtkXSV5nYxo2Trx4jLPElmyT8c-H0RA3CDrKhLg2ps&s
Delhi Crime,2019–,16+,50 min,"Crime, Drama            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjhw3zlY8pvF_Ux9XRi5FP5lvfwjemX1HkJrEgOl8usvhxi2stVmerjOJz_Zk&s
Sultan,2016,UA,170 min,"Action, Drama, Sport            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWt40yrWbzd_2GQxxb3Oexx-jARgitgGRM02rCMqtQ-vaOPUCrRIBLeth4v68&s
Jamtara: Sabka Number Ayega,2020–,18,29 min,Crime            ,7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_b2aYXFLg62ZLTIXInlfovgG9MNurS0KnYW_3gqWt2d-9bdNllA3js2TeCz0&s
Gold,V 2022,U,165 min,"Comedy, Drama, Thriller            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSegtJjrj_tIApposYnHtrjFzqWEuWrXRw2JtG6dOs-huRa2chMiSyxZ3LZqA&s
Paatal Lok,2020–,18,44 min,"Crime, Drama, Thriller            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO6p7-vpsh9o_pMMYBo-2W54Ngsyx3DTHzEvznBezeZm1_k5Nny_milwjhK2Y&s
Sardar,2022,UA,166 min,"Action, Drama            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeBt_1vn2kiaD5eQplgeZ35hUIAyMhG1XHcsGqdazJOhUSx5LOUbHD-KS668U&s
Tadka,2022,UA 13+,177 min,"Comedy, Drama, Romance            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQw1QpBC9UJ2KVZeuOWpL9QBSx1M-70J3X5AYadopk-xoiDwqa--kFERWonHA&s
Hostel Daze,2019–,16,159 min,"Comedy, Drama            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKLl2ZKVmcK2DR2LpD2MJUq_S4C3Syz3FkRl3JinD_rRmrRIaTxaMUWz2L_w&s
Saudi Vellakka,2022,U,137 min,Drama            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHmqaohnUGBxQEtnus_xto-YI-O4soq3B9QPKYE4G7lOYaO3xMRZOf2xHSjb8&s
Dobaaraa,2022,UA,132 min,"Drama, Fantasy, Mystery            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyYRpDc76auk_vgeUtKfSJyQPtmup4tgT83hCG1bsW6dAXmQ0ZGXg9KR0bixg&s
Shooter,II 2022,Not Rated,143 min,Action            ,7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtoSPHNV6PwjV8hkPvB6Xqxik22BCkvSvV9ZB-5iLUckEBiZwik7JhMDOCGA&s
PK,2014,UA,153 min,"Comedy, Drama, Sci-Fi            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0C1BFkBq0hkUOjsAyAfw0s5B_q0Pl5drFPcYthi0VnsxgUQInPIcpV4yFiA&s
The House with a Clock in Its Walls,2018,UA,105 min,"Comedy, Family, Fantasy            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfr0S4h803kYHXtORQQKkocE8Zo88EyjDN6efXMljcJ6x5X9UZzsMwCi3JJw&s
Criminal Justice: Adhura Sach,2022–,UA 16+,45 min,"Crime, Drama, Mystery            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5eCfGGxyGzFaGybeRGvlWyWNJ4-yrjTt1uYqWQe5oaZO1l365z4APiJB8LXo&s
Bulbbul,2020,16,94 min,"Drama, Horror, Mystery            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvj2QlbWdrMpIYecnx27wyFi0G7OC51dx96H9QZkbSzaYBdUTtdNIk7KWCcw&s
Baahubali 2: The Conclusion,2017,UA,167 min,"Action, Drama            ",4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKpd0KWZo6Uk_84suJ8pFYQkC8ID1aCopxJbBAWwhi9njNQD3cMp4WLAXwIA&s
Gatta Kusthi,2022,U,144 min,Comedy            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEA3jSbEARm4I8dROelgFVIVMwh2RRGEkcdEqdO0bALCny0iCM5MNFQWCIbA&s
Andhadhun,2018,UA,139 min,"Comedy, Crime, Music            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaLC6Yso4c0HeZQqKvtc8I6NAqNScDBWQKxLRXnwjqLl2J_hEfaJqK36wtsZs&s
Shut In,I 2016,PG-13,91 min,"Drama, Horror, Mystery            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoZ2PRxwZB0RVtKEW4HCvURFjbmvBmGd6Bhaw8LAarxIflBvNMUnl3zXOA9g&s
Uri: The Surgical Strike,2019,UA,138 min,"Action, Drama, History            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuZ1d0KOKzbnq9AA_iVxNlt_LHIrO1LdETOYZ_ruE_5EOwMe938TJdJ-mI454&s
Miral,2022,UA,115 min,Drama            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlWfaoEPgN7xJMB3FpTUhHF-4u8Ltz_5oXsPwkQTxNBvrIGBLNNY2TRRYZPg&s
Lekh,2022,U,123 min,"Drama, Romance            ",8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXJj8nInWyLyeFmwxhJTuDav02uM2TB5ingaTr8sDOb7Y_cxfL1dyPtPr_ZA&s
The Kashmir Files,2022,A,170 min,Drama            ,7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRki0_R4uhSTWn141YBZCh0TiqPDoHviL7tkkPYpo56Py2Mxph81BcLC5RsVA&s
A Dog's Journey,2019,U,109 min,"Adventure, Comedy, Drama            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2xtktdhh11LuJVUewQD8cCMXr5Iobv3lEc-aLIf6N6zmENS85qPpDf10e2g&s
Special OPS,2020–,15+,49 min,"Action, Crime, Thriller            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsWr0qBcRph48Fdr2cO5NjKvY1b0UJ36jSgVilbfVJUxKu6G86p3rHwEK1xA&s
The Light Between Oceans,2016,PG-13,133 min,"Drama, Romance            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsDNRXWSbp1H0kfA0byOxCxEB1rkve8doz3YOIMIKUfiHHMiCP54aLELRoqQ&s
Dangerous,I 2021,A,99 min,"Action, Romance, Thriller            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJMhfYjeIUBtp3Tmlh0tFztHggvCgNsLdazmD83w3K0SjAiLOPQ-rXbpsP8S8&s
Mili,2022,UA,127 min,"Drama, Thriller            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5jYkBzVPC5xTDLKd__QT6gMSc_203mHbPCok-BiD3aPpV4eHSRwZpyvkzE0A&s
The White Tiger,2021,16,125 min,"Crime, Drama            ",9.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0LG-P0U-BKhWn3ScBWdA5g9OON4iv4lVPrxjN8AhDsehsUGSU3q7BQOOMtYA&s
Gangs of Wasseypur,2012,A,321 min,"Action, Comedy, Crime            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8UHeLAJ3iJoFfQOGgWxS0eQEQxcz_dmskizhDEuWwWE32rCP3Y5aE8KdRKA&s
Kaithi,2019,UA,145 min,"Action, Adventure, Crime            ",2.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf9m2lzPFS3DFLNEf7RPpGeEnxDEU9H4LQYu92e5Nrn6vaaWuRFSfwa1IL-A&s
Gullak,2019–,12+,24 min,"Comedy, Drama, Family            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpPwcu9-DgDbccGXwWIdfXnFlZ7_sNuUiJV3Q11SpLREZsc7rs-FunZ5QLdg&s
Apharan,2018–,18+,45 min,"Action, Crime, Thriller            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSsNU6CHGcXZy23q2_wpLdjw8YtdYuTJFUbPX5tc4szjnn-Hxp0ShN8Me2ObI&s
Snowman,2022,A,79 min,"Action, Drama            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDwT-o4SgzhJtEdxV2krswv2khy_UD-BNyLngza6KydiZlKbBS9z3dTu_jjhk&s
Suzhal - The Vortex,2022–,UA 16+,46 min,"Crime, Drama, Thriller            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb92ngTu89J58mL9i3lbaeS7zcWM9SMGYzqnmk78x2bVIoHXpnDvMqHAaqtjk&s
TVF Tripling,2016–,Not Rated,30 min,"Comedy, Drama            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnZK9ybNlrHyj2g64hqMIKyW7ras9qpOpyZtO9zfPwk95i7to3PSwl4vSnnw&s
Dhoom:2,2006,UA,152 min,"Action, Crime, Thriller            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZH7niuwteJm77uU3_2MaO1kM3E47H6o5agRpPjsNZNrovF_XH66DIL9PfJaM&s
K.G.F: Chapter 1,2018,UA,156 min,"Action, Crime, Drama            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn_x5cYgYd4Z8saz7oLr_zMo01RkHvIXXnj_IfB2tZrvvcxYeBcAJ531gkxwQ&s
Chhichhore,2019,UA,143 min,"Comedy, Drama, Romance            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM1-WOFlQcyc74zrnRXcJo9GXwDaFo5iyt4j1zEZUBAZq5_o68EaF4OayAQE0&s
Dangal,2016,U,161 min,"Action, Biography, Drama            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1FdHz84pUtmNEclhv505IncWe-2a5HcMVbpV9eRMB6XZjGtdXfu0LDBl9wA&s
VR (Vikrant Rona),2022,UA 13+,148 min,"Action, Crime, Drama            ",9.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWdMbIx2sEj-WCqNvqJ-PgMWwTjyX4fNdAFwBIq3AylB4XSReCheKmXj21EQ&s
Sir,I 2018,15+,99 min,"Drama, Romance            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjcJeRgUj_23pNbx3K2tOEH1o06EVDkXTEORX7Xhn12Wd5fRGn-KssHm0SBW0&s
The Teacher,II 2022,UA,121 min,"Drama, Thriller            ",8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4iPlnL6fQRjAXU4tffbqWTc9UOjR8A0NwPvAxD4fHdGhDPRkY6CkERHT39A&s
Laila Majnu,2018,UA,140 min,"Drama, Romance            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM_rzHo_84SFyg8MHf1vNOgbiwxxxd0O7qFA4JiojUMcHaAwmxhhNjQr2YIG0&s
Mastram,2020–,18,20 min,"Comedy, Fantasy            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtUGrgteuyETV5uZ3AHLvYepVQVjtJKBze2fu0IW-AuIl3kP7nzZI6c9uoOFI&s
The Man Who Knew Infinity,2015,U,108 min,"Biography, Drama            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdwEbQW904TbslT709scS15TWtc-qt95pN-n3asYHV4p_abWPSrSNMwWH78w&s
ImMATURE,2019–,Not Rated,25 min,"Comedy, Drama, Romance            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYxcaavPeuLKkJd5rhzl55GivQWmppHA2o_tA50BdDpGfu9VsxUi464jc0AWk&s
Ginna,2022,UA,136 min,"Action, Comedy, Drama            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8z2EUQdso7c_Rztpt-e9rLDnF-sZYiZZbhAmO2KYq4muzoE1Oqr5WKSBjBLg&s
Hush Hush,2022–,A,44 min,Drama            ,8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjv5ynXZb719uEcy8bof2az5nC4jgCHQHNKJWMwW6UQ2iyYhdlqPhHRTFaViI&s
Darlings,I 2022,UA 16+,133 min,"Comedy, Drama, Thriller            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6lCq0bOLjk-isn4csMbCRqaziE9LZDw88Gz8z30A9OcuiAaExIcktl2GkVsk&s
The Reluctant Fundamentalist,2012,UA,130 min,"Drama, Thriller            ",3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThVamkWNEoDgBjObAneBTfCLoBgAVNqw_8YRajUc9VOjfIma6gQXVro-q5Vg&s
Zindagi Na Milegi Dobara,2011,U,155 min,"Comedy, Drama, Musical            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7WMs_81QolwJijrnBrbTgzKKOe8MCrCYxk--k3S-8ljT640d1C7SpRg8SH38&s
Taare Zameen Par,2007,U,165 min,"Drama, Family            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMzhnB9XgZut0yPFtsnXX8pZ_OhKKlXXDXuvYzXWOzCYsOHb6CHHv9nUxzv-g&s
Jug Jugg Jeeyo,2022,UA,148 min,"Comedy, Drama, Family            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe8ipto2lIvQgk8LMgkg9su_eLTvjBF98CWExh0euq1DZwQhDwCyydGEsSxw&s
Naagin,2015–,13,60 min,"Drama, Fantasy, Mystery            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOlAw1mer8bk8CGNKperdHhEAAbOMRQnAgR4vhq_EeAQSL0ZigtYSWWiWKLd8&s
Kabhi Khushi Kabhie Gham...,2001,U,210 min,"Drama, Musical, Romance            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG8vSv6nRO9mKt9qfN9RgDlcOvxj-ndBAhOLrQtoCf4r_LMNAMxz9ogKddLw&s
Dilwale,2015,UA,158 min,"Action, Comedy, Drama            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0w0_ptLaqLILLzq9WWzILNX72RireXNQi0K7GC0-Mmhl4cL-Fz_deGnaVXQ&s
Delivery Man,2013,UA,105 min,"Comedy, Drama            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBUQJIaastJhpS8iykGr2d4OZzU-GqSFH-IsSZvWKXHzyW8YF4btuKnB9piU8&s
Dsp,2022,UA,144 min,Action            ,4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwmxrPfYr1RFLHINJ7SEAoWO_5O-7cvr7cqOXG8IcLCNs95xirhu-rSeMyG-A&s
Om Shanti Om,2007,UA,162 min,"Action, Comedy, Drama            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEU4FRF25BYPeluwLlGUbT6FA9ClbeLnqwTDNFXQKxudxOuZj5PsXrjthfEdY&s
Maharani,2021–,A,43 min,Drama            ,7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7H4h5uvB5hNqI5bUqlH7nK4nW52-XYePcUdeZFSwWAveIQIsofFfyRpDHd3E&s
Shiddat,2021,UA 13+,146 min,Romance            ,8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMEskuW7Z0HX0UFKH1hm3-wJpWF42QSCl0U2dZQBE4IREPp3K9xlZ3CG_fsw&s
Shamshera,2022,UA,178 min,"Action, Adventure, Drama            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnlZ5OsAbWP0QWvxMKpjrtqkHFzi9QnPztlTFaNvF9MF_msb_Z3FsRoNcUHw&s
Kal Ho Naa Ho,2003,U,186 min,"Comedy, Drama, Musical            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIIID_HDhHHwjQdS0-Ok0H4msFkn8ZA1DmE75a_K12FKsDqGA1-UgONiNoKw&s
Kuch Kuch Hota Hai,1998,U,177 min,"Comedy, Drama, Musical            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHxwVNCoc3_wUZLBL5JPjL2nZxIqX6IFfEcdLQfoQ7JeOG0hEuk6WpFX-n4A&s
Shershaah,2021,UA,135 min,"Action, Biography, Drama            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1r1Z6Wn_i0XvlDGAq-zS7EB1bF7cMVWWVUXHvVL5eAIR8BKYvd8_5qcUkgw&s
Gadar: Ek Prem Katha,2001,UA,170 min,"Action, Drama, Romance            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxLrIqvazmQMzjI_ahZSZ-aqLDqKA7vRz9R5Q1kMtzqgWlWsApez-H2cC_Lyc&s
A Wednesday,2008,UA,104 min,"Action, Crime, Drama            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY5nKtbC7hCMESgscz2HlJ9ynCOpib48B7f7qyZWjEczcOTXdwNNf26R0B1w&s
Mimi,I 2021,13,132 min,"Comedy, Drama            ",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqykb-DRON-5Byztnz5GPCpibev3qOZRxD9dfzjJ1S-9i3_vLWA3ic3N6ebg&s
My Name Is Khan,2010,UA,165 min,"Adventure, Drama, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQa821Xip3HL5u7D1o30PiTRld7hRKt9ErNtLNzGnOZ-I1RLZ5MDFZxCA1IbA&s
Haseen Dillruba,2021,18,135 min,"Crime, Drama, Mystery            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYQHdiQX4Fu9GgbG1hXyLGdiITJrYw3l7VcOnST4uFuY3o-oLM-sXBSxCBIA&s
Thiruchitrambalam,2022,UA,131 min,"Comedy, Drama, Musical            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDJu33YZJjcmsAj8flgoVvlVWW5E4haZ4KbeYznn9-JLYe6ol8JV2rTT8hJg&s
Bigg Boss,2006–,16+,42 min,Reality-TV            ,6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN5Mz32eOCzQ7jOVKv3-JaqD657JJNQ03t_E_lt5jz6_vyzeSVJ0_bp2hZt7Y&s
Badhaai Do,2022,UA,147 min,"Comedy, Crime, Drama            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzluwzBjyZXNA6x7uInxhfql1fhM7RN2NQNF7qg9H9W1Vg8X63_GaWoXgMauE&s
Cuttputlli,2022,UA 16+,120 min,"Crime, Drama, Mystery            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFFYBhaJnRoVjrCyzs9qOmHXe4NLElHzJ2KDIIGbFLUHTwb0NIvBYdUmlehA&s
Raees,2017,UA,143 min,"Action, Crime, Drama            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMjUdmVjYgwO4lcN-KhS5epV_XRsWxyulzRyZKE5h3Th7RsoC5d3xPB2SIuA&s
Stree,2018,UA,128 min,"Comedy, Horror            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmDVA_iyEVHUTk1p-Ly-eq__OFdcJp-YI0Jyhx5KGnbM4l8hPUhzrmUoRYs6g&s
Dear Zindagi,2016,UA,151 min,"Drama, Romance            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThoigYenkxnzYABM44dXVvv48uqMGvNMhkVhSVltjIenw_n0sZtlQrgDjFLQ&s
Bimbisara,2022,UA,146 min,"Action, Drama, Fantasy            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrzpIWnCc-MzvOpiDjB1zzX1bmDZYlAd6d6SobbworC_fNi6i2OED7HPmqFHk&s
Khuda Haafiz Chapter II: Agni Pariksha,2022,A,144 min,"Action, Crime, Drama            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRoSEW6jQzfyrn01Sd_ANYvSszOXxOCFX8NsUSW_tnwetEgbmYwa2GGs6tLRI&s
Har Har Mahadev,2022,UA,161 min,"Action, Drama, War            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaJ2z7pTE-_Y_hqQa3DS9AwMZAzxUDyh91yAqILKNrcAidDUD9AAByJq0g5g&s
Come Play,2020,A,96 min,"Drama, Horror, Mystery            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT6IJSBn9aHx9BjBV3DHYSk7cnuawxO-TyjktlObMF2Ubtpp04MB7srVVTdS8&s
Naai Sekar Returns,2022,U,140 min,Comedy            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQGM4vckBbr941NgbXivEZtxJBlIOSW6ZuWATflbDkw7xV2ZS3F0dY1O4ZHqY&s
Pather Panchali,1955,U,125 min,Drama            ,5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuemHc2cC_WgznGEcBK7bfe3yMpJZh3zuYTkgjJbaotMQgi-IV7eKGaEvQ1-A&s
House of Secrets: The Burari Deaths,2021,18,135 min,"Documentary, Crime, History            ",9.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAGeQBpT14WJC_r6xDmaQpQ4BaHAHWCZetNdjfxGqL2oRGPLoYc4ezkoeZKw&s
Comali,2019,U,143 min,Comedy            ,7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxdCgzsBkB9lPywKP4qzqNLonyIG1qj6LgFFjj54jD7R6NGdZx1N81FAll5w&s
"Swades: We, the People",2004,U,210 min,"Drama, Musical            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrkYf5MzSFp0mrE4_GknCEN5NZMO__vKMn5ss3B6eK3fYv5pH7MJ8rYUBfyuQ&s
Bullet to the Head,2012,A,92 min,"Action, Crime, Thriller            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp21yTXByQ0er5UfjQ0hCgumbpMOLGRx1g5jDH0gXFjVhhgbovceV2r0n23g&s
Aspirants,2021–,Not Rated,45 min,Drama            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbRx7TlY_Qi3u6ndBOtpWrttby6VBPObUH-VXaAXVfz-ZdtUS2sAA5bcTumOQ&s
Jersey,2022,UA,170 min,"Drama, Sport            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaEapjg7LKrmDRJfIvuOawA-TMpL2Z99ww8RPpYbXWdtdcNKl9uLqpx7liOw&s
Sardar Udham,2021,UA 13+,164 min,"Biography, Crime, Drama            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgPnFhuHG7kx0cUwwS1nb7Y2Bj7gEy99KAcnFt27z4qvVg90q0gqi0iR4wtQ&s
Lagaan: Once Upon a Time in India,2001,U,224 min,"Drama, Musical, Sport            ",9.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQw1rJ6kB_Ke0T9WHzGVM8cCHG_wnFlV8KzkoAjD5mRc76ETRHv8mJOnnjimQ&s
Mom,I 2017,UA,146 min,"Crime, Drama, Thriller            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV3A424ysWejUzPWBQ6cJj8dVyd8-LuwokMLvXHVbEnCA_gjHzRu5LSROmrA&s
Devdas,I 2002,U,185 min,"Drama, Musical, Romance            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTF-bVfWQ3fj_fhYd2uUtQsGIQ1M_gjZlwkpfaHZITjlawE3-GScGPZYiecPg&s
Garuda Gamana Vrishabha Vahana,2021,A,151 min,"Crime, Drama, Thriller            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeIOa12yeZKPjK3c6_igAnNa-nRjYTDFgjTMXIl9t3JAu1bYarR6osfP4QpQ&s
NCR Days,2022–,Not Rated,40 min,Drama            ,6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnlzD6BZBLVUqybWgJeygRVXU82Md7XRuk3IV1WhMWWjTI6JGPnc0jKLL-Gd8&s
Mismatch,2018–,A,20 min,Comedy            ,6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQehUgyFBoL00k2xqVf2Iz46ToKdnJ4DccHlLrDYp1TXVgaCMGTtywErFJFuoA&s
Lust Stories,2018,A,120 min,"Drama, Romance            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVnAct3-KtVnlsGk9dDV_rEpJGm7zXpc3H95Mau45ec3GxV-O_vDobU8xcO1M&s
Lucifer,2019,UA,175 min,"Action, Crime, Drama            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTItJn34SJOA9He3SMTMnN8SOg3zr0VtEpvhfsQhmcMmXlrpbUbo8UswmQHmV0&s
Bride & Prejudice,2004,U,122 min,"Comedy, Drama, Musical            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzPfqxgUYYD13Awk0lTSheCzxtfMXL_Fab01YS66iZkiTttFbL2FXQbSh9jWI&s
Anek,2022,UA,147 min,"Action, Drama, Sport            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4cjYRFmraXzOlyzNRwqQIs0RL8ye5ID5IayM2ZdGyKHkkOqPPfcL396HDDsI&s
Ek Villain Returns,2022,UA,129 min,"Action, Crime, Romance            ",5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuAz4jvBEMdk2h-u2aKbYlkyOYxqah6IqQJPs3G4D46Csn4HLhs0z04f5K3w&s
Yeh Kaali Kaali Ankhein,2022–,16,51 min,"Comedy, Crime, Mystery            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmbv_rroShR0on6R2UbXMA-qL45-UU3RtYVYALDINj4yu566J4_4KGOd83sw&s
