title,year,certificate,runtime,genre,rating,image
Kavach... Kaali Shaktiyon Se,2016–2019,UA,45 min,"Fantasy, Thriller            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKkLmkmOIu--sCvrvacjmDpUKq07ihbTDPFU2XC4xMkd0EWeKIZmIbGq1IDQ&s
Kanithan,2016,U,145 min,"Action, Thriller            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWXv-2i7VJivhLky8It8pDgMzsaBotGOtfWLVkjjw4QG4MWj1vt-Fke0j4Lw&s
Bharatham,1991,U,147 min,"Drama, Musical            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHELcuu-PumJm4F59fFuiI8rIxWnFGsHz613FsxYYshBQvf3EDQT-y9GtASPg&s
Gudumba Shankar,2004,U,176 min,"Action, Comedy, Drama            ",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRc0MkgMxTUcWgOvWFYQfTMnQh84k5sn3SjT0xeVs3-eOHXM68NS67qukVGvw&s
Bestie,I 2022,UA,137 min,"Romance, Thriller            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUxRNMeaJBf5RJpwrWbnY03tCboFAae-NrSAS7LzQhtK2WuFmIZn57383hUQ&s
In Harihar Nagar,1990,UA,133 min,"Comedy, Crime, Mystery            ",5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTR47Z2u1hRrnAGtJpGkwf_OyFYzG3Dqc2_Ma9uKbHzXEYs_Ee5WOl7Z6gZfjY&s
My Birthday Song,2018,A,95 min,Thriller            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxAtnmtgcaaplRNjtVqkVtCUoepVa_mUVymQglpsvD3Vc90TLpp3d4XCHop0o&s
Fireman,2015,U,118 min,"Action, Adventure, Thriller            ",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7oTPIKlbzX9ALYugNj2hNF3nlqgc9-Ttix9skI2wQvghGfrITJZ1jOWxKsA&s
Bhaskar Oru Rascal,2018,UA,152 min,"Action, Comedy, Drama            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxei4sllmSbL6O-YaDUhfbn8ok4Cnun56DrVv9d5U86i0Yp_jUNs98NG-fDm8&s
Agniphera,2017–,UA,23 min,Drama            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQgTREhoIH42tiGjtizDF_zWpkgx1D-J6pQIRzGK6Q5J0nL6A38_OkZHsIS0A&s
Biscoth,2020,U,106 min,Comedy            ,7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCeTW0ZbtqBLbLUCum5HX-NGg5GE3jotmVdA5gkKF2eJg8rw9vHOFBVXL0EA&s
Aashiq,2001,A,160 min,"Action, Drama, Romance            ",3.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_q_S31iAcWFUmJ2vGrqv3cwZnR-UN7u2cNt5hHkFeKSeryFwPkF15aM40CQ&s
Aadhaar,2022,UA,112 min,Drama            ,7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGnO3NG8Voi1cqIodq8BGTmrdqDC3hABMorB9DP4_TS1404BNGFIuWJZ8C4g&s
Singam 2,2013,U,166 min,"Action, Crime, Thriller            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGAj6HnHy3P2G1hsleDS5brpj97I0GMMGM9uUcE0y9hJXbFwOqI8ua_Yn_fu8&s
Mona Home Delivery,2019–,18,21 min,Drama            ,5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5rPHy6yT9aQ7AIMTv5O9m5dSMSDvIX7McRxWe9rH4UBzlUnqaOQUcdJpOTA&s
Maa Oori Polimera,II 2021,18,98 min,Thriller            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ1H6PmnC5scaY8hIKwgxxQ6spyhtcmawqrgEU5cCrRC_GkdWE7Wq7DDIegg&s
Godavari,2006,U,160 min,"Drama, Romance            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUMvjvvJhmsAu_kpQky05JPkF-UEKLdeByN54mxKDCBfcf8UofHPmR7NdOyA&s
Dhaam Dhoom,2008,UA,150 min,"Action, Drama, Thriller            ",5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbpil-gUydb7JUAZMpcfkECmN6Y-3ZEwifpVcw-unT8vm_EqJMxInUp6Xz4Q&s
Jiti Le Jindagi,2022,UA,103 min,Drama            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0n_wkQDFLEtyUgyx2gb8v88XGWkjU1d6HBUnK2KTIGu0dZbQJjDO3A45gMA&s
Dhostan,2022,UA,139 min,Action            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAzTCCe_9ZaXjb1E7uvC6Ya2ASdUIUHyYm2XsebfaWT9gJNBQyaXGPMiuGLqI&s
Thiruda Thirudi,2003,UA,132 min,"Comedy, Romance            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQGiwpgqNhmJpHE_EyuP3yxSzEU4AWg6PWxbBiYHyqHdf8ITB1ZkmMcrfMgos&s
Mr. & Ms. Rowdy,2019,U,146 min,"Comedy, Thriller            ",6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVfNc8cf_zyFAMms-vDeygyaI1t0z1gUcR7jFueth7TNDFxQy-OjkwRPuTFA&s
Om 3D,2013,UA,107 min,"Action, Thriller            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnAbNYSsUgXvUBpPi8-luejl6MDxkcqHftfpdxQ0At9hB_7-mjzOPp-38pIA&s
Punjabi House,1998,U,146 min,"Comedy, Drama, Romance            ",2.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ2VoBvNuzpvTxhPfBRSpJjj9Rkfo9-TfnNWsu3qkWqKkF7iB-m2_x50SOOw&s
Gunaah,2002,A,135 min,"Crime, Drama, Thriller            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYqp6bJVjFOFgopzzOAFVTyXLpwSoglBOjRtqOwY8xVx798WWmqIajT7dd&s
Eli,2015,U,154 min,Comedy            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRj-Lb4u2auFecm6xqt04UDcVTFpRrKUm8ch340wc6FObt1H0bYbY0pktqT_Q&s
Romans,2013,U,150 min,Comedy            ,5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZIP9l8jpxpK3-E_CzJHzdMowYrHaXkOJS20UYiNhOnb_LzyHsC6yYzIIblw&s
PremGranth,1996,UA,156 min,"Action, Drama, Musical            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT046prGeh15XmQGKxhWXYyZSDeIhOAZv766i5B2_e-GrbiNhqFSFflz1UfqeE&s
Anukokunda Oka Roju,2005,U,145 min,"Mystery, Thriller            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsbWZncVKU_aEG2AerugE_0iueWcveySc-KzJNlK-NmbJNsQo-lcXfhL4OlSg&s
Genius,II 2018,UA,98 min,Drama            ,5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf3FxcVC__YQrS4iY8cKapwX84-QAuv_VqLfMQ4gkO9Wn5xYFPZaLxNnA8ues&s
Uyyala Jampala,2013,U,124 min,"Drama, Family, Romance            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7N-KGjm0gbmlgTphuG_yOyY0wnAtdwMHo_4Cfd-V2vlLy1xz59vjcezr24g&s
Kaleerein,2018,UA,20 min,"Drama, Romance            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3tiuv14E8djP7LEASNsKSVHtgynma1EDMlNKuZHBKrBiGfkTYV1ggNyMMmfE&s
Operation Cobra,2019–,UA,126 min,"Action, Thriller            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwqhqai3wtwRkq-8pOUqxFBd1aUhFxEhe44w8dWp5pFTR-XfXrvQU1jtHioQ&s
Kutti Puli,2013,UA,150 min,"Action, Thriller            ",3.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpIZce-ffcIp6wrBnZpWzItHu0UQPFCxZgK4kWZ_anr7LMP1vM5UmIhLOKStQ&s
Ee Parakkum Thalika,2001,UA,138 min,"Comedy, Drama, Romance            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFg7SOKS3aio8MLIdQ0S_JCbcHN_0b2oZP_06ETd1bME3m2qC_sL3bcvbu5A&s
Andarivaadu,2005,UA,162 min,"Action, Comedy, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuV4tM5bR3DcVYfPA-v8Vv_kcNP8iN8w1r5d_X6x_h3ooMmNAEAEODjfTFPQ&s
Banarasi Babu,1997,U,126 min,Comedy            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEosJo6DfK5ci8BQ8Q_SITAgTLp7SjKgigdOEjYzkqq5umN5MEGVqpK-XdJ78&s
New Delhi,1987,A,143 min,"Action, Crime, Drama            ",3.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSehgS40fRrmvmAAmO_5OvYgBtCAl7fPdIlWpiJ1hjOeLR77gPxNwjISCl57w&s
Sudigaadu,2012,UA,140 min,"Action, Comedy            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST-3mOc2crv7EzR8bHL45qKVPWFlnAvvA3eOVVnXPZ9WxC-mKA-BnBkDOpFA&s
English Padam,2017,U,126 min,Comedy            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0oBaW3HtxAKXAbEqJxnN2W4tU78wlMAJkW8j7DCTVa2FhuKF-VG114fl1lLU&s
Evidey,2019,U,117 min,"Drama, Mystery, Thriller            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKRX-8sA44RsbC7EYdVN1LoWhDN6R5PrmBpQfo_TdRk6inWNzWYIuL2I9N8sQ&s
Waqt Ki Awaz,1988,A,156 min,"Action, Crime, Drama            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkJk9v22AnWOehFPA8aw4iEhTZ0bkpM7wm1D6xeTiZ8Pf4OYFgrPz7oMIQsQ&s
The Seventh String,2021,U,105 min,Drama            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ8cKerpTcp5s2WOcKfCF3QSha1XRBDQA9rPT-vLqpZKNvERGcd93ESRAYfg&s
Deool,2011,UA,135 min,Drama            ,8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSoPNCanpyVDG0ImEXIinUsKdh6-B104P1OJYD2zTpJl_OR-tX9ALijMyZGQ&s
Mirza Jatt,1992,U,103 min,Romance            ,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3OjG_s7FxbSdbkcCxDM_-jEOrkudZtUR60sfvFXDKW84sDX2i-t9Tg_xkE7Y&s
Teen Aur Aadha,2018,16,121 min,Drama            ,5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRND7cp1ptGgzip--P3RLjWZLmQakjQtwndyQ-Dx_JEimss2lKmw6eMUgXo3w&s
Bhabhi Ki Chudiyan,1961,U,168 min,"Drama, Family            ",3.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCyHdWOZ_PaFn4T10o3ZxIbdvHuXa4iWyc87NXhN7uOw7m8M_cWWaAWzobVGM&s
Goli Soda 2,2018,U,128 min,"Action, Drama            ",9.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvt3b9ELlxFKC8HdbcpsaXDUF2n6QC8IE93OV9ph4jSCJPaSSZMnmlLgdaDQ&s
The Violin Player,2015,A,72 min,"Drama, Music            ",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZLo7npplc2iHoUlmOn2hu0XzAxGB9JGGFRdDIjG-A3CPHlvFyc3LR0sA01A&s
Shamantakamani,2017,U,130 min,Drama            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrPc6nwHrrtm-h8hZ4bzuI3eezvlGYdPdMLrgjFDk_YMSdzkTs-I2Je2Iu1w&s
Jis Desh Men Ganga Behti Hai,1960,U,167 min,"Drama, Musical, Romance            ",9.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkTiRAL0vAm--gIbQAkbYxtXujpC4fM3vCueb6CaHibUZSxIMKuV88GYratQ&s
Uncle,I 2018,U,145 min,Drama            ,9.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbIkoyi2l7Otk8ZLyRl2PuBWfu6WoTyP-HUzLMFR8Yc0xW3WZ83te0xVRoVA&s
Oru Thathvika Avalokanam,2021,U,130 min,Comedy            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2tJYJDoBqCxSH34jYWLFZhkKrzgc4oUzH2Jm0o7P9hwO4Hxz3V0DJq8VRd7A&s
The Light: Swami Vivekananda,2013,U,117 min,"Biography, History            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcTxSd0Y3HbeYy1egKmJqD1bJpo8M5zlppOYoDkHtDwo1nQQ82857npjFo-Hk&s
Aan Devathai,2018,U,134 min,"Action, Drama            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjdtYyTQmaMMTYheaJ2TEKO9aCg7M2jBVzaf-0woWPkkD6PkLE1eMVKpqgVA&s
Kalyana Vaibhogame,2016,U,158 min,"Comedy, Drama            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR73d_126JiXqZrd6Mlsp5wzghoYmEzuIV_olOUbx1-oYjwFvMMdGzB87YgvQ&s
Dhurala,2020,UA,169 min,Drama            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNxqdx82d_kXtav-YDG0CXxGbx3kFmFQeE6txvUBL1Hcs9NXuEfhOTxwmdQw&s
Tum Haseen Main Jawan,1970,U,148 min,"Comedy, Romance            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZiEPTLELhfqzpM7SwEhcpaIJBIH4kf9wpHIuMigfCMRzfsjoSchihsucYvA&s
Time Enna Boss,2020–,16,22 min,Comedy            ,6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2UCJp3bEqeQ5tW2o-v01WdEhiBfKwgfzYvXhzR5V58oGDHRavLKv9HFRNPA&s
Zara Si Zindagi,1983,U,149 min,"Drama, Family, Romance            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHVgFFE7sXbXuGz2D26ZPOjttUAoAPNv7HbvL85Lyuf3JGuG_VBd0aGqRvUVA&s
Woh Toh Hai Albela,2022–,UA 13+,20 min,Drama            ,8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe-Fzp9CfyxOIpcYrOJPxiwaQ-tkx6caKxV1ji9RVm4ifn8gZ7ddIe_HaR9iw&s
Sillunu Oru Kadhal,2006,UA,175 min,"Drama, Romance            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxcB8kNJcS3hfA8yfh2_QhaAR1BRTfK6vOdTeXlGYEeVbSr8N93DR3jkyAZw&s
Operation MBBS,2020–,Not Rated,27 min,"Comedy, Drama            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp7PKTpec0h1nIF9JpDMPcHSNuXoJ7t3fM-maUTEalFj3k-F0s8suhujHs0A&s
Attarintiki Daredi,2013,U,170 min,"Action, Comedy, Drama            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwhBrtaAowfFWc4DmUbnohH0eXaQDu3Dpk8SPcZErn7D_yJidWd490knotM60&s
Rudra Thandavam,2021,UA,168 min,"Action, Drama            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIKTKrHyIYxxTlpL04__k2cCfLgJPxwJmiAbDqGkwVkWm6-8L41p0ZMe0iSqY&s
Celluloid,2013,U,129 min,"Biography, Drama            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN93Y8wgbZaJ0n_BCWAOL7LvEiuwLc2cjWmrz65YRbmkXq2_XdFnS1BV8yHQ&s
Pingara,2019,UA,108 min,Drama            ,4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3KLb9ei0q1qdRRZGyo-5G8rCkNZvtzdHXAKYsP7wFy535sf5H3PalqtQevw&s
Vijeta,2020,U,135 min,"Drama, Sport            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhBkbonlECJDthlsps-l4e1RSTguSeg1YTa01M-KlucsTwcQStvM1O7BotSXI&s
Rough Book,2016,U,100 min,Drama            ,6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRZvREpz6kM5jv6RN2dpSdHlLycZ5TSMGZkfur168p2So5TGLhKeTWemfLLw&s
Padamati Sandhya Ragam,1987,U,142 min,Romance            ,5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHPiPDFSfLHBL-YIFsH_3L5tQsqa2zDif_Lan5uu0Yto7LNY3Idu7cH4FmYks&s
Bhai,2013,UA,153 min,"Action, Comedy, Thriller            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLEdMJmyFjdVIVQMqIVlpXbRNtmSBgDaDEC9KngnrTEb82NTTUiV1n1inzNg&s
Padayottam,2018,U,134 min,"Comedy, Crime            ",5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnbfe6AzX5Ols_6yVdVVZF82r-s90KrE4hi6qLGoNpeBbeCdxsz397Wj63jA&s
Arjuna Phalguna,2021,UA,130 min,"Comedy, Crime, Thriller            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGemqDoof7BPoptIu5rtnczdN0bmzbtsMaNP8jrLWdNsAarGBHtv228tdQfmE&s
Super Dancer,2016–,U,44 min,Reality-TV            ,7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmXJQ4B-hwlYseJgIHSV7K1TUH6cTjexhd43QWkKTZ_VH7AVLvgcRVqbGkPw&s
Trikona,2022,UA,125 min,"Mystery, Thriller            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDzM0LOQQOuobcPZJrZxLFs53seOMa5cz5G87EltinjTbzXYtm_8lcyyAmNag&s
Haani,2013,UA,138 min,"Family, Romance            ",3.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC-xPbmM6z1Xm8FPRysGcJHYaSRw8-nzxSAigh2ROqPDWdJzY1vjgVqbX45Ao&s
Ghya Chang Fou,2017,A,116 min,"Comedy, Drama, Fantasy            ",8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToB6Kzms7tW1yvpqlXX5zlMZOCQdEGnhKDSyiBEoKcTDDLxp7eM-bytVcV_l8&s
Deyyam,1996,A,86 min,Horror            ,7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmrTKfXhwonJMcZMAqtgggToZrhz_B99CZWBSb-cdSKEIy29N8-WUPJBDt_A&s
Veera,1994,U,240 min,"Comedy, Romance            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcCVFZ7A75tYSYFn5efO4MXBtphI4CH8LKFtcdwROnDUWiH_SZ308OYu-DVw&s
Reddy Garintlo Rowdyism,2022,UA,148 min,"Action, Romance            ",5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJn_NNHpWBLV_hHpyhW5NVYg6hnQflvRUzcbx1pCB6o9U9xTBoWoQKQykkczQ&s
Kabir,2018,A,110 min,"Action, Thriller            ",4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTJjiaht8KfQrYQbaICr1JLMJ64KI9jmzRKdmUAMtJtDXLBg4n3uPAh5s3RQ&s
SOS Kolkata,2020,UA,116 min,"Action, Crime, Thriller            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNHtbdX1PHW97h_gQ5Ejuaq2X3vEbYRjBfHiwCy-5GEXcQ-pN1E1f4vO1J7bM&s
Garam,2005,A,102 min,Drama            ,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnKQpPdwu8u5UF6BAUW59UrcYShU7zfu1OUnmDvMTCSiXvdZR1c9J4MTx7mw&s
Crazy Boy,2016,U,136 min,"Action, Comedy, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0DFJDZ-_Hu_tEFB9_68z8gUSjaE8rlMM8xb9WP9uQ3iPvDBR2UFdLz058Lw&s
Sawaare Sabke Sapne... Preeto,2011–2012,Not Rated,20 min,Drama            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ5fV9IYr7AyKs6KiPlhuM3VOtLIxP2xfdDv-82u4y3Ld6zfLACWIG0hxNoI0&s
Khiladi,2013,A,135 min,"Action, Comedy, Romance            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn_fQ5wZrLJQtLeG7fmEuXFE3iRNCvlQfvNFZARts_ZIXLSI9qGejJ5KZnJ1I&s
Sarocharu,2012,U,137 min,"Action, Comedy, Drama            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST-xKd-DVe_69Ovj1pIEgvGx2N0XkkFnKOSeBTO8yYtRVAIS2h67koErSdM2k&s
Na venta paduthunna chinnadevadamma,2022,UA,121 min,"Action, Drama, Romance            ",8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdzLbvJYslN10bOJiVNxwGAna30fY9L8r5DmvZT-TYiMJ1ATXzCJ0KGESH0IQ&s
Irakal,1985,Unrated,142 min,Drama            ,4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrXP3etGIkQwKqqN8NQZiohttsXog5DbBurltYQzpME0eqaJGYVTVQd5094gA&s
Inspector Notty K,2018,UA,147 min,"Comedy, Romance            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs_6HUbf_7Lz2xFlBOlvZlO3Bz95-dVSnWgnm8xNSCnx1uQ95UaIvBcnAMH8g&s
Kaafi Thota,2017,U,130 min,Mystery            ,9.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTF7CHTlILOP4GLSE9mU8sgzKqncA4EI3-nsOW-P8UjGoySKLxXnAECnDjaDPA&s
Dil Yeh Ziddi Hai,2019–2020,U,22 min,Drama            ,3.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo753dHKbbG9V1P99u-9BXpTWZoA6567cl_p6d-i-AzBtOOZiDyew8v30r8w&s
Aamhi Doghi,2018,UA,140 min,Drama            ,4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT53wBOoPhCpSvAGBmz4mSTnibGBStH2zWFjJnkd59f1vRvawfet-rxi1_lm9c&s
Valiyaperunnal,2019,UA,188 min,"Drama, Thriller            ",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHcloCH8jt8EQPuMwGMbbTNGHuSq--QQRZh85C9hmxaQYDd6EIvo46OyO90Q&s
Yakshi Faithfully Yours,2012,UA,90 min,"Horror, Romance, Sci-Fi            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPyFlKSi4HmNcsHJGT8qFTSmojBCm7XP-rV0yb7ynePdaF1nUshfZSOzmV568&s
Shivalinga,2016,UA,155 min,"Drama, Horror, Thriller            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOOmkSZsz-DbuMtMgTSCPvvCKaiRtTpY-fgUBH6j6gdgcnkGAsOGlBwi_0hfQ&s
Jihad,2017,UA,144 min,Drama            ,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfDwHDtHlxCYfwZ6Nuy1xEjE442rB_NVzLwRVhwxIgX5iW9FqKK2USgd3-RA&s
Suttu Pidikka Utharavu,2019,U,136 min,"Action, Drama            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRre7-W3LJUvS0LNQRzjWNzhabwS7-Y1JHKCDebCVxRIP2-DKCdbzHHKqVR-VM&s
Soothrakkaran,2019,U,147 min,"Family, Thriller            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQawea-ZirLntjOtjg4kZk5a86BWAi2yf56sbJcU6HDrMz4KLd66U5ZxQgvgBU&s
Pyasi Nigahen,1990,A,127 min,Thriller            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVw6Xn2wGtgLpQdTZeU3HdN3v2cWQg8P0HMvO_guaene7svVPglbvPxqiZuGQ&s
Black Coffee,I 2021,U,142 min,Comedy            ,5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTikdQy-KAJ_O5WL8HSD8pvYekjAJfDe9qybYhkxUvG4eBhfx_JjsHQLF8hk74&s
Mrigaya,1989,U,142 min,"Adventure, Drama            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjqcBC8uVKeSM-ZWIPjBp1vU4aF7wBuzviZOW-N9FwR_cNxHHgVwJb6X5peQ&s
Maleyali Jotheyali,2009,U,138 min,"Comedy, Drama, Romance            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQribwh_34OFk6qX3hqvG_Oi7zVbpKQl6jlWskukSmiK-jcXUthDbrrq_-mfaM&s
Seetharama Kalyana,2019,UA,155 min,"Action, Drama            ",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmEqRBx2xwJ1h8ROA9dD5dbJpzqwaEQbWFNNOfzfPDnjR7mPQpw0zqg98jAA&s
One Mic Stand,2019–,16,30 min,Comedy            ,2.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1kx0D1F_yFg78D_qRolOpPvoaQKeHoOii0TymO3-oIgoEgFcaXi4iSBa4GqI&s
Raju Gari Gadhi 3,2019,UA,122 min,"Comedy, Horror, Thriller            ",8.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROTLqmSxi67bILD0O-MrxAjGAz4HTMUYP_sicAQrdbS3OCD1Ks9SUreOjaCA&s
Sagardwipey Jawker Dhan,2017,U,107 min,"Action, Adventure, Mystery            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQodgtx_FoR3uF3VjtqTnkwG-134QZctBo0wPH4gHqfHsVSiXGqo1SjS3puDZk&s
Sagardwipey Jawker Dhan,2017,U,107 min,"Action, Adventure, Mystery            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQodgtx_FoR3uF3VjtqTnkwG-134QZctBo0wPH4gHqfHsVSiXGqo1SjS3puDZk&s
Mambattiyan,2011,U,155 min,"Action, Crime, Drama            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7AFxtTBuJmRb35xBJbXzv2t4vOAioq3x_Fi5-WnHwRzxDiZcsz4Uk6VM-CTs&s
